project_id,project_name,state,district,mp_name,project_type,sanctioned_amount,released_amount,utilized_amount,completion_percentage,sanction_date,start_date,expected_completion_date,actual_completion_date,latitude,longitude,contractor,agency,status,synthetic_scenario,ground_truth_anomaly,financial_progress_ratio,progress_gap,planned_duration_days
P00530,Street Lighting Project 0530,Odisha,Cuttack,MP_056,Street Lighting,855000.0,812000.0,427000.0,54.5,2025-04-27,2025-05-07,2026-03-16,,20.545126,85.848374,Contractor_007,Agency_01,In Progress,normal,0,0.499,-4.6,323
P00531,Community Hall Project 0531,Gujarat,Surat,MP_139,Community Hall,3462000.0,2810000.0,2651000.0,75.4,2024-02-06,2024-02-16,2025-03-10,,21.126504,72.843742,Contractor_042,Agency_15,Delayed,normal,0,0.766,1.2,398
P00532,Street Lighting Project 0532,Gujarat,Vadodara,MP_351,Street Lighting,1292000.0,1127000.0,854000.0,72.7,2024-10-09,2024-10-19,2025-07-26,,22.194458,73.299755,Contractor_005,Agency_04,In Progress,normal,0,0.661,-6.6,290
P00533,Drinking Water Project 0533,Andhra Pradesh,Krishna,MP_123,Drinking Water,853000.0,743000.0,683000.0,84.8,2025-05-31,2025-06-10,2025-11-07,,16.616494,80.753039,Contractor_023,Agency_01,In Progress,normal,0,0.801,-4.7,160
P00534,Drinking Water Project 0534,Maharashtra,Nagpur,MP_285,Drinking Water,2186000.0,1286000.0,1286000.0,97.3,2024-05-14,2024-05-24,2024-11-26,2024-11-26,21.258514,78.97603,Contractor_018,Agency_03,Completed,normal,0,0.588,-38.5,196
P00535,Drinking Water Project 0535,Andhra Pradesh,Tirupati,MP_439,Drinking Water,622000.0,575000.0,357000.0,64.4,2025-03-25,2025-04-04,2026-03-08,,13.577474,79.382131,Contractor_009,Agency_13,Delayed,normal,0,0.574,-7.0,348
P00536,Health Facility Project 0536,Kerala,Kozhikode,MP_146,Health Facility,4845000.0,2893000.0,2893000.0,79.0,2024-04-23,2024-05-03,2025-02-13,,11.254574,75.777517,Contractor_048,Agency_18,Delayed,normal,0,0.597,-19.3,296
P00537,Drinking Water Project 0537,Karnataka,Mysuru,MP_094,Drinking Water,519000.0,460000.0,443000.0,83.8,2025-01-30,2025-02-09,2025-10-04,,12.314388,76.687551,Contractor_015,Agency_01,Delayed,normal,0,0.854,1.6,247
P00538,Street Lighting Project 0538,Andhra Pradesh,Tirupati,MP_132,Street Lighting,671000.0,444000.0,444000.0,66.5,2024-07-29,2024-08-08,2024-11-02,,13.671322,79.510407,Contractor_014,Agency_14,In Progress,normal,0,0.662,-0.3,96
P00539,Health Facility Project 0539,Odisha,Ganjam,MP_368,Health Facility,4264000.0,2417000.0,2417000.0,68.7,2024-05-05,2024-05-15,2025-01-27,,19.320795,84.721518,Contractor_015,Agency_10,Delayed,normal,0,0.567,-12.0,267
P00540,Health Facility Project 0540,Kerala,Kozhikode,MP_368,Health Facility,2721000.0,2282000.0,1939000.0,81.6,2024-02-08,2024-02-18,2024-09-24,,11.147771,75.79258,Contractor_060,Agency_10,In Progress,normal,0,0.713,-10.3,229
P00541,Sports Facility Project 0541,Andhra Pradesh,Krishna,MP_440,Sports Facility,1254000.0,1126000.0,782000.0,60.1,2025-08-13,2025-08-23,2026-05-30,,16.465642,80.719886,Contractor_029,Agency_20,In Progress,normal,0,0.624,2.3,290
P00542,Street Lighting Project 0542,Andhra Pradesh,Tirupati,MP_276,Street Lighting,1207000.0,851000.0,750000.0,59.2,2024-07-06,2024-07-16,2025-07-30,,13.698113,79.315115,Contractor_038,Agency_14,In Progress,normal,0,0.621,2.9,389
P00543,Drinking Water Project 0543,Odisha,Cuttack,MP_379,Drinking Water,1256000.0,1228000.0,1060000.0,95.6,2024-02-06,2024-02-16,2024-10-12,2024-10-12,20.45122,85.92389,Contractor_006,Agency_08,Completed,normal,0,0.844,-11.2,249
P00544,Sports Facility Project 0544,West Bengal,Darjeeling,MP_314,Sports Facility,2681000.0,2462000.0,1168000.0,49.2,2025-11-24,2025-12-04,2026-09-06,,26.942914,88.324062,Contractor_038,Agency_14,In Progress,normal,0,0.436,-5.6,286
P00545,Community Hall Project 0545,Gujarat,Rajkot,MP_345,Community Hall,3572000.0,3186000.0,3047000.0,100.0,2025-10-27,2025-11-06,2026-03-22,2026-03-22,22.279781,70.790058,Contractor_027,Agency_17,Completed,normal,0,0.853,-14.7,146
P00546,Street Lighting Project 0546,Kerala,Thrissur,MP_462,Street Lighting,1475000.0,1404000.0,1164000.0,70.9,2026-03-17,2026-03-27,2026-07-27,,10.621274,76.334395,Contractor_035,Agency_19,Delayed,normal,0,0.789,8.0,132
P00547,Community Hall Project 0547,Karnataka,Bengaluru Urban,MP_483,Community Hall,2368000.0,1435000.0,1435000.0,66.5,2024-11-09,2024-11-19,2025-06-08,,12.961208,77.53929,Contractor_050,Agency_09,In Progress,normal,0,0.606,-5.9,211
P00548,Health Facility Project 0548,Tamil Nadu,Coimbatore,MP_217,Health Facility,4117000.0,4111000.0,2380000.0,59.8,2024-01-05,2024-01-15,2025-01-01,,10.930552,76.850259,Contractor_043,Agency_09,Delayed,normal,0,0.578,-2.0,362
P00549,Road Project 0549,Andhra Pradesh,Visakhapatnam,MP_314,Road,1296000.0,729000.0,729000.0,84.6,2025-12-22,2026-01-01,2026-10-25,,17.630411,83.322845,Contractor_053,Agency_09,In Progress,normal,0,0.562,-28.4,307
P00550,Sports Facility Project 0550,Karnataka,Bengaluru Urban,MP_159,Sports Facility,1465000.0,1379000.0,612000.0,45.5,2024-12-07,2024-12-17,2025-03-14,,12.968173,77.649002,Contractor_026,Agency_01,In Progress,normal,0,0.418,-3.7,97
P00551,Road Project 0551,Telangana,Hyderabad,MP_471,Road,1952000.0,1623000.0,631000.0,23.2321342057396,2025-11-20,2025-11-30,2026-03-25,2027-02-02,17.361239,78.576061,Contractor_040,Agency_02,Delayed,delay,1,0.323,9.1,125
P00552,Street Lighting Project 0552,Gujarat,Ahmedabad,MP_037,Street Lighting,4157000.0,4157000.0,3715000.0,31.9,2025-11-11,2025-11-21,2026-09-22,,22.9486,72.549857,Contractor_011,Agency_20,Delayed,financial,1,0.894,57.5,315
P00553,Drinking Water Project 0553,West Bengal,Howrah,MP_109,Drinking Water,1575000.0,1319000.0,1198000.0,74.9,2024-02-25,2024-03-06,2025-01-26,,22.599192,88.303295,Contractor_053,Agency_20,In Progress,normal,0,0.761,1.2,336
P00554,Road Project 0554,Karnataka,Dharwad,MP_144,Road,1609000.0,1320000.0,845000.0,54.4,2024-04-19,2024-04-29,2024-12-23,,15.536411,75.07044,Contractor_029,Agency_08,Delayed,normal,0,0.525,-1.9,248
P00555,Drinking Water Project 0555,Odisha,Khordha,MP_188,Drinking Water,501000.0,288000.0,288000.0,59.6,2026-01-03,2026-01-13,2026-05-31,,20.133313,85.660648,Contractor_059,Agency_01,In Progress,normal,0,0.575,-2.1,148
P00556,Road Project 0556,Gujarat,Vadodara,MP_182,Road,1432000.0,1201000.0,817000.0,61.4,2024-04-09,2024-04-19,2024-10-06,,22.245102,73.155238,Contractor_053,Agency_04,In Progress,normal,0,0.571,-4.3,180
P00557,Street Lighting Project 0557,Andhra Pradesh,Krishna,MP_358,Street Lighting,488000.0,289000.0,289000.0,76.5,2024-06-09,2024-06-19,2025-04-22,,16.427697,80.697212,Contractor_050,Agency_15,In Progress,normal,0,0.592,-17.3,317
P00558,Community Hall Project 0558,West Bengal,Malda,MP_249,Community Hall,2075000.0,1406000.0,1406000.0,81.0,2025-09-04,2025-09-14,2026-06-01,,25.043428,88.228409,Contractor_010,Agency_14,In Progress,normal,0,0.678,-13.2,270
P00559,Sports Facility Project 0559,Telangana,Nizamabad,MP_254,Sports Facility,2012000.0,1914000.0,1449000.0,69.9,2024-10-16,2024-10-26,2025-09-13,,18.627384,78.1975,Contractor_024,Agency_09,In Progress,normal,0,0.72,2.1,332
P00560,Health Facility Project 0560,Kerala,Kozhikode,MP_205,Health Facility,2702000.0,2691000.0,2061000.0,79.6,2024-12-29,2025-01-08,2026-02-12,,11.330736,75.669504,Contractor_024,Agency_17,In Progress,normal,0,0.763,-3.3,410
P00561,Street Lighting Project 0561,Odisha,Ganjam,MP_337,Street Lighting,1174000.0,1026000.0,860000.0,70.6,2024-06-17,2024-06-27,2025-05-30,,19.388197,84.867394,Contractor_033,Agency_10,In Progress,normal,0,0.733,2.7,347
P00562,Road Project 0562,West Bengal,Kolkata,MP_279,Road,2534000.0,1563000.0,1327000.0,45.7,2024-12-19,2024-12-29,2025-04-05,,22.560165,88.42458,Contractor_024,Agency_08,In Progress,normal,0,0.524,6.7,107
P00563,Sports Facility Project 0563,Telangana,Warangal,MP_086,Sports Facility,2646000.0,1494000.0,1494000.0,83.0,2024-01-27,2024-02-06,2024-07-26,,18.000625,79.490891,Contractor_033,Agency_09,In Progress,normal,0,0.565,-26.5,181
P00564,Sports Facility Project 0564,Tamil Nadu,Coimbatore,MP_268,Sports Facility,2000000.0,1231000.0,1231000.0,73.7,2024-07-02,2024-07-12,2025-07-08,,11.123391,77.024765,Contractor_028,Agency_19,In Progress,normal,0,0.616,-12.1,371
P00565,Sports Facility Project 0565,Gujarat,Surat,MP_368,Sports Facility,1219000.0,864000.0,497000.0,41.8,2025-11-26,2025-12-06,2026-11-23,,21.152751,72.767953,Contractor_002,Agency_04,Delayed,normal,0,0.408,-1.0,362
P00566,School Building Project 0566,Tamil Nadu,Chennai,MP_339,School Building,2252000.0,1331000.0,1331000.0,93.8,2025-11-03,2025-11-13,2026-05-28,,13.042134,80.305186,Contractor_028,Agency_09,In Progress,normal,0,0.591,-34.7,206
P00567,Community Hall Project 0567,Maharashtra,Nagpur,MP_135,Community Hall,3759000.0,3168000.0,3168000.0,100.0,2026-02-14,2026-02-24,2027-01-05,2027-01-24,21.137506,78.999671,Contractor_028,Agency_15,Completed,normal,0,0.843,-15.7,325
P00568,Community Hall Project 0568,West Bengal,Howrah,MP_254,Community Hall,1224000.0,1114000.0,645000.0,61.4,2025-12-13,2025-12-23,2026-12-06,,22.556231,88.20772,Contractor_005,Agency_01,In Progress,normal,0,0.527,-8.7,358
P00569,Street Lighting Project 0569,Maharashtra,Nashik,MP_148,Street Lighting,1088000.0,966000.0,953000.0,81.0,2024-06-27,2024-07-07,2025-05-12,,19.949291,73.688701,Contractor_012,Agency_12,In Progress,normal,0,0.876,6.6,319
P00570,School Building Project 0570,West Bengal,Darjeeling,MP_500,School Building,3005000.0,2857000.0,2857000.0,100.0,2026-04-03,2026-04-13,2027-04-10,2027-08-30,27.031069,88.249894,Contractor_019,Agency_17,Completed,normal,0,0.951,-4.9,372
P00571,Health Facility Project 0571,Gujarat,Vadodara,MP_049,Health Facility,16764000.0,16764000.0,13644000.0,57.9,2024-08-25,2024-09-04,2025-08-27,,22.331399,73.143479,Contractor_003,Agency_15,In Progress,financial,1,0.814,23.5,367
P00572,Community Hall Project 0572,Rajasthan,Jaipur,MP_293,Community Hall,3856000.0,2386000.0,2240000.0,58.0,2025-12-20,2025-12-30,2026-04-10,,27.02391,75.75927,Contractor_060,Agency_05,Delayed,normal,0,0.581,0.1,111
P00573,Health Facility Project 0573,Karnataka,Mysuru,MP_319,Health Facility,1440000.0,1179000.0,1035000.0,65.1,2026-01-05,2026-01-15,2026-12-07,,12.263453,76.718397,Contractor_005,Agency_20,In Progress,normal,0,0.719,6.8,336
P00574,Drinking Water Project 0574,Karnataka,Belagavi,MP_084,Drinking Water,1993000.0,1436000.0,1436000.0,90.6,2025-02-03,2025-02-13,2025-10-02,,15.93679,74.560336,Contractor_006,Agency_18,In Progress,normal,0,0.721,-18.5,241
P00575,Community Hall Project 0575,Maharashtra,Nagpur,MP_379,Community Hall,2914000.0,2855000.0,1246000.0,42.8,2024-08-29,2024-09-08,2025-07-29,,21.035547,79.090427,Contractor_024,Agency_09,In Progress,normal,0,0.428,0.0,334
P00576,Sports Facility Project 0576,West Bengal,Howrah,MP_192,Sports Facility,1455000.0,1418000.0,1082000.0,75.0,2025-02-28,2025-03-10,2025-12-01,,22.537447,88.291206,Contractor_057,Agency_18,In Progress,normal,0,0.744,-0.6,276
P00577,Street Lighting Project 0577,Gujarat,Surat,MP_388,Street Lighting,547000.0,437000.0,364000.0,58.2,2025-01-02,2025-01-12,2025-07-17,,21.153981,72.755477,Contractor_041,Agency_18,In Progress,normal,0,0.665,8.3,196
P00578,Health Facility Project 0578,Karnataka,Mysuru,MP_096,Health Facility,3823000.0,3603000.0,2676000.0,65.1,2025-01-28,2025-02-07,2025-11-15,,12.311554,76.674461,Contractor_056,Agency_20,In Progress,normal,0,0.7,4.9,291
P00579,Community Hall Project 0579,Maharashtra,Pune,MP_418,Community Hall,2878000.0,1996000.0,1996000.0,69.8,2024-04-26,2024-05-06,2024-08-15,,18.494168,73.943835,Contractor_033,Agency_17,In Progress,normal,0,0.694,-0.4,111
P00580,Community Hall Project 0580,Rajasthan,Jaipur,MP_530,Community Hall,1007000.0,792000.0,792000.0,99.0,2024-06-25,2024-07-05,2025-04-20,2025-04-20,26.901172,75.804245,Contractor_026,Agency_01,Completed,normal,0,0.786,-20.4,299
P00581,Drinking Water Project 0581,Maharashtra,Aurangabad,MP_112,Drinking Water,2394000.0,1892000.0,1812000.0,76.8,2025-01-03,2025-01-13,2025-07-17,,19.864151,75.365152,Contractor_038,Agency_11,In Progress,normal,0,0.757,-1.1,195
P00582,Community Hall Project 0582,Odisha,Ganjam,MP_257,Community Hall,1240000.0,695000.0,562000.0,46.8,2025-10-27,2025-11-06,2026-03-08,,19.412325,84.723975,Contractor_019,Agency_03,In Progress,normal,0,0.453,-1.5,132
P00583,Drinking Water Project 0583,Kerala,Kollam,MP_317,Drinking Water,1277000.0,994000.0,994000.0,88.4,2025-05-24,2025-06-03,2025-11-10,,8.932595,76.512607,Contractor_049,Agency_17,In Progress,normal,0,0.778,-10.6,170
P00584,Road Project 0584,Rajasthan,Jaipur,MP_163,Road,2318000.0,1764000.0,1274000.0,51.0,2024-05-10,2024-05-20,2024-09-14,,26.836955,75.732139,Contractor_016,Agency_14,In Progress,normal,0,0.55,4.0,127
P00585,Health Facility Project 0585,Gujarat,Vadodara,MP_407,Health Facility,3895000.0,3037000.0,3037000.0,93.6,2025-02-05,2025-02-15,2025-06-27,,22.363552,73.291755,Contractor_025,Agency_18,In Progress,normal,0,0.78,-15.6,142
P00586,Sports Facility Project 0586,Maharashtra,Pune,MP_546,Sports Facility,2894000.0,2720000.0,2455000.0,37.18029827556695,2025-09-17,2025-09-27,2026-08-25,,18.491329,73.756506,Contractor_055,Agency_16,In Progress,progress_mismatch,1,0.848,47.6,342
P00587,Drinking Water Project 0587,Karnataka,Mysuru,MP_405,Drinking Water,1195000.0,1065000.0,800000.0,60.3,2024-07-28,2024-08-07,2025-07-14,,12.29818,76.543884,Contractor_001,Agency_14,In Progress,normal,0,0.669,6.6,351
P00588,School Building Project 0588,Tamil Nadu,Chennai,MP_467,School Building,2675000.0,2271000.0,2266000.0,94.3,2026-04-22,2026-05-02,2026-11-05,,13.077592,80.372908,Contractor_012,Agency_08,In Progress,normal,0,0.847,-9.6,197
P00589,Street Lighting Project 0589,Karnataka,Belagavi,MP_023,Street Lighting,692000.0,561000.0,544000.0,72.7,2026-02-16,2026-02-26,2026-07-21,,15.8419,74.59227,Contractor_054,Agency_12,In Progress,normal,0,0.786,5.9,155
P00590,Road Project 0590,West Bengal,Malda,MP_403,Road,1195000.0,1062000.0,952000.0,80.4,2024-05-06,2024-05-16,2025-03-02,,24.950666,88.191391,Contractor_004,Agency_20,In Progress,normal,0,0.797,-0.7,300
P00591,Community Hall Project 0591,Karnataka,Mysuru,MP_283,Community Hall,1659000.0,1168000.0,1168000.0,100.0,2024-02-07,2024-02-17,2024-05-11,2024-05-17,12.301289,76.562469,Contractor_019,Agency_15,Completed,normal,0,0.704,-29.6,94
P00592,Drinking Water Project 0592,West Bengal,Kolkata,MP_409,Drinking Water,843000.0,510000.0,510000.0,62.1,2025-01-16,2025-01-26,2026-02-15,,22.470543,88.388917,Contractor_044,Agency_11,In Progress,normal,0,0.605,-1.6,395
P00593,Road Project 0593,Odisha,Cuttack,MP_475,Road,878000.0,704000.0,379000.0,46.2,2025-12-19,2025-12-29,2026-06-24,,20.423865,85.807045,Contractor_049,Agency_04,Delayed,normal,0,0.432,-3.0,187
P00594,Drinking Water Project 0594,Andhra Pradesh,Krishna,MP_195,Drinking Water,789000.0,745000.0,745000.0,100.0,2025-12-26,2026-01-05,2026-08-28,2026-08-28,16.512687,80.660815,Contractor_056,Agency_14,Completed,normal,0,0.944,-5.6,245
P00595,Health Facility Project 0595,West Bengal,Darjeeling,MP_355,Health Facility,3466000.0,3307000.0,3164000.0,90.4,2025-03-02,2025-03-12,2026-03-23,,26.965576,88.224051,Contractor_055,Agency_09,In Progress,contractor_pattern,1,0.913,0.9,386
P00596,Community Hall Project 0596,Gujarat,Rajkot,MP_098,Community Hall,3880000.0,3567000.0,2072000.0,49.7,2026-04-03,2026-04-13,2026-09-19,,22.236524,70.828154,Contractor_002,Agency_20,Delayed,normal,0,0.534,3.7,169
P00597,Community Hall Project 0597,Rajasthan,Kota,MP_550,Community Hall,1762000.0,1519000.0,1519000.0,93.2,2025-03-12,2025-03-22,2026-05-01,,25.241498,75.830997,Contractor_025,Agency_02,In Progress,normal,0,0.862,-7.0,415
P00598,Drinking Water Project 0598,Telangana,Warangal,MP_059,Drinking Water,729000.0,490000.0,490000.0,76.5,2024-01-15,2024-01-25,2024-05-09,,17.931327,79.564864,Contractor_019,Agency_01,In Progress,normal,0,0.672,-9.3,115
P00599,Community Hall Project 0599,Tamil Nadu,Madurai,MP_227,Community Hall,2528000.0,1517000.0,1517000.0,100.0,2024-08-06,2024-08-16,2025-02-11,2025-06-06,9.875185,78.078995,Contractor_035,Agency_17,Completed,normal,0,0.6,-40.0,189
P00600,School Building Project 0600,Maharashtra,Nagpur,MP_321,School Building,3426000.0,1904000.0,1904000.0,77.8,2024-01-03,2024-01-13,2024-09-21,,21.033974,79.116628,Contractor_037,Agency_02,Delayed,normal,0,0.556,-22.2,262
P00601,Street Lighting Project 0601,Odisha,Sambalpur,MP_437,Street Lighting,1251000.0,836000.0,836000.0,100.0,2025-05-07,2025-05-17,2025-11-20,2026-01-07,21.510808,83.947456,Contractor_036,Agency_05,Completed,normal,0,0.668,-33.2,197
P00602,Health Facility Project 0602,West Bengal,Howrah,MP_172,Health Facility,1400000.0,815000.0,815000.0,66.6,2025-06-17,2025-06-27,2025-11-10,,22.571101,88.153919,Contractor_031,Agency_11,In Progress,normal,0,0.582,-8.4,146
P00603,Community Hall Project 0784 - Similar Work,Karnataka,Belagavi,MP_183,Community Hall,2079000.0,2040000.0,1915000.0,94.2,2024-11-16,2024-11-26,2025-07-02,,15.963989,74.383043,Contractor_057,Agency_06,In Progress,duplicate,1,0.921,-2.1,228
P00604,Health Facility Project 0604,West Bengal,Darjeeling,MP_177,Health Facility,2908000.0,1851000.0,1851000.0,100.0,2025-11-16,2025-11-26,2026-05-05,2026-06-17,26.953957,88.267217,Contractor_003,Agency_03,Completed,normal,0,0.637,-36.3,170
P00605,Sports Facility Project 0605,Maharashtra,Nagpur,MP_327,Sports Facility,783000.0,592000.0,592000.0,81.1,2026-01-27,2026-02-06,2026-10-06,,21.030919,79.170819,Contractor_002,Agency_19,In Progress,normal,0,0.756,-5.5,252
P00606,Community Hall Project 0606,Rajasthan,Kota,MP_450,Community Hall,2426000.0,1827000.0,1588000.0,16.549524300057872,2025-04-19,2025-04-29,2026-05-05,,25.288944,75.836006,Contractor_029,Agency_03,In Progress,progress_mismatch,1,0.655,49.0,381
P00607,Street Lighting Project 0607,Tamil Nadu,Madurai,MP_253,Street Lighting,581000.0,482000.0,207000.0,40.1,2025-04-18,2025-04-28,2025-11-06,,10.023964,78.031079,Contractor_036,Agency_13,In Progress,normal,0,0.356,-4.5,202
P00608,School Building Project 0608,Tamil Nadu,Chennai,MP_462,School Building,5354000.0,3695000.0,3695000.0,71.1,2024-05-11,2024-05-21,2024-12-13,,13.145116,80.341002,Contractor_022,Agency_09,In Progress,normal,0,0.69,-2.1,216
P00609,Road Project 0609,Rajasthan,Jodhpur,MP_020,Road,1720000.0,1046000.0,1046000.0,85.8,2024-11-18,2024-11-28,2025-06-01,,26.152429,73.019466,Contractor_040,Agency_17,In Progress,normal,0,0.608,-25.0,195
P00610,Health Facility Project 0610,Kerala,Thrissur,MP_329,Health Facility,4184000.0,2486000.0,1779000.0,49.8,2025-12-26,2026-01-05,2027-01-22,,10.566359,76.118444,Contractor_009,Agency_08,In Progress,normal,0,0.425,-7.3,392
P00611,Health Facility Project 0611,Maharashtra,Pune,MP_251,Health Facility,1379000.0,820000.0,510000.0,36.7,2024-01-08,2024-01-18,2024-12-17,,18.462003,73.742256,Contractor_002,Agency_16,In Progress,normal,0,0.37,0.3,344
P00612,Drinking Water Project 0612,Kerala,Kollam,MP_134,Drinking Water,663000.0,603000.0,470000.0,72.8,2025-01-07,2025-01-17,2026-01-28,,8.778172,76.512367,Contractor_058,Agency_14,In Progress,geo,1,0.709,-1.9,386
P00613,Health Facility Project 0613,Odisha,Cuttack,MP_192,Health Facility,4328000.0,3307000.0,3307000.0,91.4,2025-06-30,2025-07-10,2025-10-10,,20.399804,85.775085,Contractor_004,Agency_11,In Progress,normal,0,0.764,-15.0,102
P00614,Health Facility Project 0614,Kerala,Kozhikode,MP_212,Health Facility,3192000.0,2265000.0,1484000.0,48.2,2024-12-01,2024-12-11,2025-03-23,,11.270769,75.900075,Contractor_006,Agency_11,Delayed,normal,0,0.465,-1.7,112
P00615,Street Lighting Project 0615,Telangana,Warangal,MP_320,Street Lighting,1210000.0,1126000.0,1126000.0,100.0,2025-09-03,2025-09-13,2026-07-08,2026-08-05,18.031812,79.47515,Contractor_059,Agency_04,Completed,normal,0,0.931,-6.9,308
P00616,Sports Facility Project 0616,Andhra Pradesh,Visakhapatnam,MP_487,Sports Facility,1637000.0,1389000.0,672000.0,42.6,2024-05-14,2024-05-24,2024-08-18,,17.789244,83.286705,Contractor_041,Agency_09,In Progress,normal,0,0.411,-1.5,96
P00617,Health Facility Project 0617,Rajasthan,Kota,MP_106,Health Facility,2143000.0,1505000.0,1264000.0,59.0,2024-05-22,2024-06-01,2024-12-29,,25.317697,75.765383,Contractor_002,Agency_20,In Progress,normal,0,0.59,0.0,221
P00618,Sports Facility Project 0618,Maharashtra,Nashik,MP_009,Sports Facility,1827000.0,1032000.0,1032000.0,100.0,2026-03-06,2026-03-16,2027-02-01,2027-05-05,19.904868,73.75111,Contractor_046,Agency_10,Completed,normal,0,0.565,-43.5,332
P00619,Road Project 0619,Kerala,Thrissur,MP_350,Road,2942000.0,2149000.0,1601000.0,62.8,2024-08-06,2024-08-16,2025-01-20,,10.507342,76.232877,Contractor_031,Agency_20,In Progress,normal,0,0.544,-8.4,167
P00620,Road Project 0620,Telangana,Nizamabad,MP_112,Road,2123000.0,1244000.0,1244000.0,100.0,2024-10-15,2024-10-25,2025-07-23,2025-12-02,18.692355,78.14901,Contractor_035,Agency_15,Completed,normal,0,0.586,-41.4,281
P00621,Community Hall Project 0621,Tamil Nadu,Coimbatore,MP_062,Community Hall,2011000.0,1317000.0,885000.0,48.1,2024-04-28,2024-05-08,2024-10-07,,10.952411,76.907489,Contractor_006,Agency_07,In Progress,normal,0,0.44,-4.1,162
P00622,Community Hall Project 0622,Tamil Nadu,Madurai,MP_375,Community Hall,2553000.0,1454000.0,1454000.0,64.8,2024-10-28,2024-11-07,2025-07-18,,9.941882,78.070107,Contractor_009,Agency_05,Delayed,normal,0,0.57,-7.8,263
P00623,Sports Facility Project 0623,Tamil Nadu,Madurai,MP_359,Sports Facility,1455000.0,1244000.0,1244000.0,100.0,2024-01-23,2024-02-02,2025-02-05,2025-03-22,9.881297,78.027097,Contractor_044,Agency_20,Completed,normal,0,0.855,-14.5,379
P00624,Street Lighting Project 0624,Rajasthan,Jodhpur,MP_036,Street Lighting,1030000.0,858000.0,858000.0,100.0,2024-08-12,2024-08-22,2025-09-27,2025-09-27,26.300579,73.071239,Contractor_050,Agency_19,Completed,normal,0,0.833,-16.7,411
P00625,Sports Facility Project 0625,Kerala,Ernakulam,MP_175,Sports Facility,2879000.0,2050000.0,2050000.0,69.8,2025-05-26,2025-06-05,2026-05-28,,10.088337,76.249663,Contractor_050,Agency_17,In Progress,normal,0,0.712,1.4,367
P00626,Street Lighting Project 0626,Rajasthan,Kota,MP_413,Street Lighting,1197000.0,983000.0,704000.0,54.9,2024-11-10,2024-11-20,2025-03-03,,25.109669,75.764389,Contractor_006,Agency_06,In Progress,normal,0,0.588,3.9,113
P00627,Street Lighting Project 0627,West Bengal,Darjeeling,MP_093,Street Lighting,1249000.0,923000.0,817000.0,68.8,2025-09-30,2025-10-10,2026-03-12,,27.041321,88.366442,Contractor_003,Agency_20,In Progress,normal,0,0.654,-3.4,163
P00628,Community Hall Project 0628,West Bengal,Kolkata,MP_499,Community Hall,2722000.0,2351000.0,1890000.0,65.4,2025-09-06,2025-09-16,2025-12-11,,22.504199,88.32581,Contractor_016,Agency_15,In Progress,normal,0,0.694,4.0,96
P00629,Drinking Water Project 0629,Gujarat,Surat,MP_393,Drinking Water,1693000.0,1223000.0,1196000.0,66.2,2025-04-11,2025-04-21,2026-05-10,,21.173015,72.741244,Contractor_043,Agency_20,In Progress,normal,0,0.706,4.4,394
P00630,Sports Facility Project 0630,Maharashtra,Pune,MP_201,Sports Facility,2349000.0,1796000.0,1525000.0,63.9,2025-06-21,2025-07-01,2025-11-04,,18.444102,73.747118,Contractor_047,Agency_12,In Progress,normal,0,0.649,1.0,136
P00631,Street Lighting Project 0631,Tamil Nadu,Coimbatore,MP_313,Street Lighting,978000.0,775000.0,614000.0,61.0,2024-03-22,2024-04-01,2025-03-14,,11.067627,77.002773,Contractor_051,Agency_20,In Progress,normal,0,0.628,1.8,357
P00632,Health Facility Project 0632,Karnataka,Belagavi,MP_533,Health Facility,4283000.0,2735000.0,2735000.0,62.0,2024-01-24,2024-02-03,2024-11-15,,15.740677,74.50553,Contractor_060,Agency_07,In Progress,normal,0,0.639,1.9,296
P00633,School Building Project 0633,Gujarat,Vadodara,MP_142,School Building,1745000.0,964000.0,932000.0,60.1,2025-05-23,2025-06-02,2025-09-13,,22.339289,73.253922,Contractor_010,Agency_17,In Progress,normal,0,0.534,-6.7,113
P00634,Drinking Water Project 0634,Rajasthan,Udaipur,MP_330,Drinking Water,2228000.0,1969000.0,393000.0,15.7,2024-11-28,2024-12-08,2025-08-15,,24.551996,73.747966,Contractor_051,Agency_17,In Progress,normal,0,0.176,1.9,260
P00635,School Building Project 0635,Andhra Pradesh,Guntur,MP_395,School Building,3877000.0,2261000.0,2261000.0,100.0,2024-01-02,2024-01-12,2024-08-09,2024-08-09,16.228909,80.468171,Contractor_032,Agency_01,Completed,normal,0,0.583,-41.7,220
P00636,Road Project 0636,Kerala,Ernakulam,MP_056,Road,2971000.0,2944000.0,2944000.0,100.0,2025-04-15,2025-04-25,2026-01-26,2026-02-13,10.100282,76.303779,Contractor_040,Agency_13,Completed,normal,0,0.991,-0.9,286
P00637,Health Facility Project 0637,Gujarat,Rajkot,MP_345,Health Facility,1916000.0,1235000.0,1235000.0,100.0,2024-01-01,2024-01-11,2024-09-12,2024-09-12,22.393481,70.838442,Contractor_014,Agency_19,Completed,normal,0,0.645,-35.5,255
P00638,Road Project 0638,Andhra Pradesh,Visakhapatnam,MP_211,Road,988000.0,647000.0,453000.0,40.3,2024-06-16,2024-06-26,2024-11-03,,17.773397,83.317526,Contractor_059,Agency_20,Delayed,normal,0,0.459,5.6,140
